b2_site_smc_agency_name,c1_type_of_site,c2_landowner,c3_tenancy_agreement_for_at_least_6_months,b1_site_management,b5_community_committee_in_place,d1_most_common_reason_idps_left_place_of_origin,a8_population_groups_other_than_idps_in_site_select_all_applicable,d3_most_common_intention_in_next_three_months,c4_general_market_in_site_close_proximity,d2_1_most_common_district_of_idp_origin,d2_2_second_most_common_district_of_idp_origin,d2_3_third_most_common_district_of_idp_origin,c6_electricity_solar_power_available_in_site,c5_fuel_available_in_site_close_proximity,c8_primary_water_source,c9_primary_shelter_type,c10_primary_latrine_type,i1_top_priority_need,i2_second_priority_need,i3_third_priority_need,psp_rrm_distributions,psp_shelter_maintenance_services,psp_nfi_distribution,psp_food_distribution,psp_cash_distributions,psp_wash_services,psp_health_services,psp_education_services,psp_livelihood_services,psp_protection_services,psp_nutrition_services,psp_waste_disposal_services,if_ngo_rrm_distributions,if_ngo_shelter_maintenance_services,if_ngo_nfi_distribution,if_ngo_food_distribution,if_ngo_cash_distributions,if_ngo_wash_services,if_ngo_health_services,if_ngo_education_services,if_ngo_livelihood_services,if_ngo_protection_services,if_ngo_nutrition_services,if_ngo_waste_disposal_services,c7_presence_of_particularly_vulnerable_groups.unaccompanied_separated_children,c7_presence_of_particularly_vulnerable_groups.child_headed_hh,c7_presence_of_particularly_vulnerable_groups.elderly,c7_presence_of_particularly_vulnerable_groups.female_headed_hh,c7_presence_of_particularly_vulnerable_groups.marginalized_people,c7_presence_of_particularly_vulnerable_groups.persons_with_disabilities,c7_presence_of_particularly_vulnerable_groups.persons_with_chronic_diseases_serious_medical_conditions,c7_presence_of_particularly_vulnerable_groups.pregnant_and_lactating_women,f1_threats_to_the_site.flooding,f1_threats_to_the_site.eviction,f1_threats_to_the_site.infectious_diseases,f1_threats_to_the_site.friction_between_communities,f1_threats_to_the_site.water_contamination,f1_threats_to_the_site.conflict_related_incidents,f1_threats_to_the_site.fire_related_incidents,a1_governorate_name,a2_district_name,a3_sub_district_name,a4_site_name,a4_site_code,a6_site_occupation_date_dd_mm_yy,a7_site_population_individual,a7_site_population_hh,a8_population_groups_other_than_idps_in_site_select_all_applicable,@rrm_distributions,@shelter_maintenance_services,@nfi_distribution,@food_distribution,@cash_distributions,@wash_services,@health_services,@education_services,@livelihood_services,@protection_services,@nutrition_services,@waste_disposal_services,@maps
NA,Spontaneous settlement,Public ,No,Non-existent,NA,"Security concerns (conflict, explosives, lack of security forces)",None,Stay in the site,No,Hayfan,Mawza',NA,No,Yes,Illegal connection to piped network,Makeshift shelter,NA,Food,Water,Medical assistance,NA,NGO/UN agency,NGO/UN agency,Private,NA,NA,Government,Government,NA,NA,Government,NA,NA,UNHCR,Nahda Makers Organization (NMO),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Aden,Al Burayqah,Al Burayqah,Ras Abas Camp,YE2404 - 1473,1/1/2018,200,39,none,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Ras Abas Camp.pdf
NA,Spontaneous settlement,Private,No,Non-existent,NA,"Security concerns (conflict, explosives, lack of security forces)",NA,Stay in the site,Yes,Sirwah,Dhamar City,Al Qahirah,Yes,Yes,Borehole,Makeshift shelter,Pit latrine-covered,Water,Livelihood assistance,Cash assistance,NGO/UN agency,NA,NGO/UN agency,NGO/UN agency,NA,NGO/UN agency,NGO/UN agency,Government,NA,NA,NGO/UN agency,Government,National Foundation for Development & Humanitarian Response (NFDHR),NA,Millenium Development Foundation,World Food Programme (WFP),NA,UNICEF,UNICEF,NA,NA,NA,N/A,NA,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Ma'rib,Ma'rib City,Al Ashraf - Marib City,Rumaylan,YE2612 - 1474,6/1/2015,300,60,host community - migrants,./merge/green.png,./merge/orange.png,./merge/red.png,./merge/green.png,./merge/orange.png,./merge/green.png,./merge/green.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/red.png,./merge/test maps/YEM_CCCM_Rumaylan.pdf
NA,Spontaneous settlement,Private,No,Government,NA,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Al Makha,Al Wazi'yah,Al Khukhah,No,Yes,Water Trucking,Emergency shelter,Flush latrine to a tank/sewer system/pit,Medical assistance,Education,Cash assistance,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,NA,NA,NGO/UN agency,NGO/UN agency,NA,Action Contre la Faim (ACF),Nahda Makers Organization (NMO),Nahda Makers Organization (NMO),Field Medical Foundation (FMF),Norweigan Refugee Council (NRC),UNICEF,NA,NA,NA,UNICEF,UNICEF,NA,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Lahj,Tuban,Al Hawtah - Tuban,Saber Site,YE2515 - 1475,6/1/2015,820,159,host community,./merge/green.png,./merge/green.png,./merge/green.png,./merge/green.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/green.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Saber Site.pdf
NA,Collective centre,Private,No,Government,NA,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Hays,Al Jarrahi,Maqbanah,Yes,No,Piped water into compound/public tap,Rented house/appartment,Flush latrine to a tank/sewer system/pit,Food,Medical assistance,Non-food items,NA,NA,NA,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field Medical Foundation (FMF),NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Lahj,Tuban,Al Hawtah - Tuban,Sad Falej,YE2515 - 1476,7/1/2017,119,17,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Sad Falej.pdf
NA,Spontaneous settlement,Private,No,Non-existent,NA,"Security concerns (conflict, explosives, lack of security forces)",NA,Stay in the site,No,Al Marawi'ah,Sirwah,Hazm Al Odayn,Yes,Yes,Protected rainwater tank/well/spring,Emergency shelter,Pit latrine-open,Shelter / maintenance assistance,Non-food items,Sanitation services,NA,NA,NA,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,World Food Programme (WFP),NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Ma'rib,Ma'rib,Aal Rashid Munif,Salwa,YE2613 - 1477,3/1/2015,350,60,migrants - host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Salwa.pdf
NA,Collective centre,Public ,No,Non-existent,NA,"Security concerns (conflict, explosives, lack of security forces)",None,Stay in the site,Yes,Al Hali,As Sukhnah,Al Hawak,Yes,Yes,Bottled water,Public building,Flush latrine to a tank/sewer system/pit,Food,Cash assistance,Livelihood assistance,NGO/UN agency,NGO/UN agency,NGO/UN agency,Private,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,NA,NGO/UN agency,NA,NA,UNHCR,UNHCR,UNHCR,NA,INTERSOS,UNICEF,Emirates Red Crescent (ERC),NA,NA,INTERSOS,NA,NA,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Aden,Dar Sa'd,Dar Sad,Saudi Institute,YE2401 - 1478,2/1/2018,814,148,none,./merge/green.png,./merge/green.png,./merge/green.png,./merge/red.png,./merge/red.png,./merge/green.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Saudi Institute.pdf
NA,Spontaneous settlement,Private,No,Non-existent,NA,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Sirwah,NA,NA,Yes,Yes,Piped water into compound/public tap,Emergency shelter,Pit latrine-covered,Shelter / maintenance assistance,Water,Cash assistance,NA,NA,NGO/UN agency,NGO/UN agency,NA,NA,Government,Government,NA,NA,NA,NA,NA,NA,UNICEF,World Food Programme (WFP),NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Ma'rib,Ma'rib,Aal Jalal,Serwah Aljalal Alawsat,YE2613 - 1479,12/1/2014,908,150,host community,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Serwah Aljalal Alawsat.pdf
NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ad Dali',Al Hasayn,Al Hasayn,Shakwami School Camp,YE3005 - 1480,1/1/2019,80,14,none,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/test maps/YEM_CCCM_Shakwami School Camp.pdf
N/A,Collective centre,Private,Yes,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Maqbanah,NA,NA,Yes,No,Water Trucking,Rented house/appartment,Flush latrine to a tank/sewer system/pit,Sanitation services,Food,Cash assistance,NA,NA,NA,NGO/UN agency,NA,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,NA,NA,Care,NA,Care,NA,NA,NA,NA,NA,NA,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Ta'iz,Al Mudhaffar,Al Mudhaffar,Shamsan Az zaghrouri building,YE1517 - 1481,6/1/2016,44,11,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Shamsan Az zaghrouri building.pdf
Norweigan Refugee Council (NRC),Collective centre,Private,No,NGO/UN agency,Non-existent,House/livelihood assets destroyed/occupied,Host community,Stay in the site,No,Harad,Adh Dhahir,Hayran,No,No,Unprotected rainwater tank/well/spring,Host family house/apartment,Open defection,Non-food items,Medical assistance,Food,NA,NA,NA,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Norweigan Refugee Council (NRC),NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Hajjah,Washhah,Bani Hani,Shat'a Alabd,YE1730 - 1482,1/1/2015,770,110,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Shat'a Alabd.pdf
N/A,Spontaneous settlement,Owner not know,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Adh Dhahir,Harad,Mustaba,No,Yes,Unprotected rainwater tank/well/spring,Makeshift shelter,Pit latrine-open,Shelter / maintenance assistance,Cash assistance,Water,NA,NA,NA,NGO/UN agency,NA,NA,NGO/UN agency,Government,NA,NA,NA,NA,NA,NA,NA,World Food Programme (WFP),NA,NA,Sustainable Development Foundation (SDF),NA,NA,NA,NA,NA,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Hajjah,Mustaba,Sharq Mustabaa Al Aqsa,Shat'a day'a,YE1706 - 1483,4/1/2015,1120,160,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Shat'a day'a.pdf
Yemen Red Crescent Society (YRCS),Spontaneous settlement,Private,Yes,NGO/UN agency,Present,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Hayran,Harad,Abs,Yes,No,Water Trucking,Transitional shelter,Pit latrine-open,Protection services,Medical assistance,Livelihood assistance,NA,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,Jeel Al-bena Foundation,Jeel Al-bena Foundation,World Food Programme (WFP),Oxfam,Oxfam,NA,NA,NA,NA,NA,NA,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Hajjah,Abs,Bani Thawab,Shati Almahraqah,YE1704 - 1484,4/1/2015,305,60,host community,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Shati Almahraqah.pdf
IOM,Collective centre,Private,No,NGO/UN agency,Present,House/livelihood assets destroyed/occupied,None,Stay in the site,Yes,Al Qahirah,Ad Durayhimi,NA,No,Yes,Water Trucking,Public building,Open defection,Food,Cash assistance,Shelter / maintenance assistance,NA,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,NGO/UN agency,NA,NA,NA,IOM,IOM,World Food Programme (WFP),NA,Save the Children,IOM,UNICEF YCO,NA,Yemen Woman Union (YWU),NA,NA,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Ibb,Dhi As Sufal,Dhi Al Hud wa Maayn,"Shatmah, Dar Al Jame', and Al Qawrah",YE1116 - 1485,1/1/2016,250,38,none,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,"./merge/test maps/YEM_CCCM_Shatmah, Dar Al Jame', and Al Qawrah.pdf"
NA,Spontaneous settlement,Owner not know,No,Non-existent,NA,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Al Ma'afer,Al Wazi'yah,Dhubab,No,Yes,Water Trucking,Rented house/appartment,Flush latrine to a tank/sewer system/pit,Water,Shelter / maintenance assistance,Livelihood assistance,NA,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,NA,NGO/UN agency,Government,NA,NA,NGO/UN agency,NA,NA,Other,Oxfam,World Food Programme (WFP),NA,NA,Action Contre la Faim (ACF),NA,NA,NA,Action Contre la Faim (ACF),NA,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Lahj,Al Madaribah Wa Al Aarah,Al Madaribah,Shatt Al-Hili,YE2513 - 1486,12/1/2016,35,7,host community,./merge/orange.png,./merge/red.png,./merge/green.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Shatt Al-Hili.pdf
Abs Development Organization (ADO),Spontaneous settlement,Private,No,NGO/UN agency,Present,"Security concerns (conflict, explosives, lack of security forces)",None,Stay in the site,Yes,Harad,Hayran,Mustaba,No,No,Unprotected rainwater tank/well/spring,Makeshift shelter,Open defection,Non-food items,Sanitation services,Medical assistance,NGO/UN agency,NGO/UN agency,NA,NGO/UN agency,NGO/UN agency,NA,NA,Government,NA,NA,NGO/UN agency,NA,N/A,Danish Refugee Council (DRC),NA,World Food Programme (WFP),Action Contre la Faim (ACF),NA,NA,NA,NA,NA,UNICEF,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Hajjah,Khayran Al Muharraq,Sharqi Al Khamisin,Shebat Alssadat,YE1711 - 1487,5/1/2015,4143,559,none,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Shebat Alssadat.pdf
NA,Collective centre,Public ,No,Non-existent,NA,"Security concerns (conflict, explosives, lack of security forces)",None,Stay in the site,Yes,Khawlan,Amran,Ibb,Yes,Yes,Borehole,Public building,Flush latrine to a tank/sewer system/pit,Non-food items,Sanitation services,Shelter / maintenance assistance,NA,NA,NGO/UN agency,NGO/UN agency,NA,NA,Government,Government,NA,NA,NGO/UN agency,NA,NA,NA,UNICEF,World Food Programme (WFP),NA,NA,NA,NA,NA,NA,UNICEF,NA,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Ma'rib,Ma'rib City,Al Ashraf - Marib City,Shqman/Shabwan,YE2612 - 1488,10/1/2015,300,50,none,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Shqman/Shabwan.pdf
NA,Collective centre,Private,Yes,Government,NA,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Al Jarrahi,Hays,NA,Yes,Yes,Piped water into compound/public tap,Emergency shelter,Flush latrine to the open,Food,Non-food items,Cash assistance,NA,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,Government,Government,Government,NA,NGO/UN agency,NA,NA,NA,Al-Amal Foundation for Development (AFD),Al-Amal Foundation for Development (AFD),World Food Programme (WFP),NA,NA,NA,NA,NA,INTERSOS,NA,NA,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Lahj,Tuban,Al Hawtah - Tuban,Sofyan,YE2515 - 1489,1/1/2017,320,40,host community,./merge/orange.png,./merge/green.png,./merge/green.png,./merge/green.png,./merge/orange.png,./merge/green.png,./merge/green.png,./merge/green.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Sofyan.pdf
Yemen Red Crescent Society (YRCS),Spontaneous settlement,Private,Yes,NGO/UN agency,Present,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Hayran,Midi,Harad,Yes,Yes,Water Trucking,Emergency shelter,Flush latrine to a tank/sewer system/pit,Cash assistance,Food,Shelter / maintenance assistance,NGO/UN agency,NGO/UN agency,NA,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,NA,NA,NA,NA,NA,Norweigan Refugee Council (NRC),Jeel Al-bena Foundation,NA,World Food Programme (WFP),Adventist Development Relief Agency,Oxfam,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Hajjah,Abs,Bani Thawab,Suq Saddam,YE1704 - 1490,4/1/2015,2612,475,host community,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Suq Saddam.pdf
N/A,Collective centre,Private,Yes,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",None,Stay in the site,Yes,At Ta'iziyah,NA,NA,No,Yes,Water Trucking,Rented house/appartment,Flush latrine to a tank/sewer system/pit,Water,Non-food items,Cash assistance,Private,NA,NA,NGO/UN agency,NA,NGO/UN agency,Government,Government,NA,NA,NGO/UN agency,NGO/UN agency,NA,NA,NA,Care,NA,Care,NA,NA,NA,NA,N/A,Care,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Ta'iz,Al Qahirah,Al Qahirah,Tabbat Najmi,YE1518 - 1491,6/1/2017,84,15,none,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/green.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/green.png,./merge/test maps/YEM_CCCM_Tabbat Najmi.pdf
NA,Collective centre,Private,No,Non-existent,NA,Lack of basic services,Host community,Return to origin,No,Mukayras,Markhah Al Olya,Kitaf wa Al Boqa',Yes,No,Borehole,Public building,Pit latrine-covered,Shelter / maintenance assistance,Food,Education,NA,NA,NA,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Islamic Relief Yemen (IRY),NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Ma'rib,Ma'rib,Aal Rashid Munif,Tagamo Al Saidan,YE2613 - 1492,7/1/2015,84,23,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Tagamo Al Saidan.pdf
NA,Spontaneous settlement,Private,No,Non-existent,NA,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Jahran,Kushar,NA,Yes,Yes,Piped water into compound/public tap,Host family house/apartment,Pit latrine-covered,Shelter / maintenance assistance,Education,Livelihood assistance,NA,NA,NGO/UN agency,NGO/UN agency,NA,NGO/UN agency,Government,Government,NA,NA,NGO/UN agency,NA,NA,NA,UNICEF,World Food Programme (WFP),NA,UNICEF,NA,NA,NA,NA,UNICEF,NA,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Ma'rib,Sirwah,Sirwah,Tagamo Al Zur,YE2606 - 1493,1/1/2016,1700,285,host community,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/green.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Tagamo Al Zur.pdf
NA,Spontaneous settlement,Private,Yes,Government,NA,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Al Jarrahi,NA,NA,No,Yes,"Surface water (river, dam, lake, pond, stream, canal)",Emergency shelter,Pit latrine-open,Food,Medical assistance,Cash assistance,NA,NA,NA,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field Medical Foundation (FMF),Norweigan Refugee Council (NRC),Action Contre la Faim (ACF),NA,NA,NA,NA,NA,NA,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Lahj,Tuban,Al Hawtah - Tuban,Tahrour Camp,YE2515 - 1494,7/1/2019,65,13,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Tahrour Camp.pdf
NA,Spontaneous settlement,Private,Yes,Non-existent,NA,House/livelihood assets destroyed/occupied,None,Stay in the site,No,Al Masilah,Sayhut,Man'ar,No,No,Piped water into compound/public tap,Makeshift shelter,Flush latrine to the open,Shelter / maintenance assistance,Medical assistance,Cash assistance,NA,NA,NA,Private,NA,NA,NA,Government,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Hadramawt,As Sawm,As Sawm,Tena - Hadanat,YE1912 - 1495,5/1/2015,324,27,none,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Tena - Hadanat.pdf
NA,Collective centre,Public ,Yes,Non-existent,NA,"Security concerns (conflict, explosives, lack of security forces)",None,Stay in the site,Yes,Hays,Al Hali,Qa'tabah,No,No,Water Trucking,Public building,NA,Food,Shelter / maintenance assistance,Non-food items,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,NA,NA,NA,NA,NGO/UN agency,Society for Humanitarian Solidarity (SHS),Emirates Red Crescent (ERC),Emirates Red Crescent (ERC),N/A,Danish Refugee Council (DRC),Solidarity International (SI),NA,NA,NA,NA,NA,Solidarity International (SI),Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Ad Dali',Ad Dali',Ad Dali,The President Education Center,YE3006 - 1496,1/1/2019,150,35,none,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/test maps/YEM_CCCM_The President Education Center.pdf
NA,Spontaneous settlement,Private,Yes,NGO/UN agency,NA,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Al Ma'afer,Al Wazi'yah,Dhubab,No,No,Piped water into compound/public tap,Transitional shelter,Flush latrine to a tank/sewer system/pit,Water,Medical assistance,Non-food items,NGO/UN agency,NGO/UN agency,NA,NA,NA,NGO/UN agency,NGO/UN agency,NA,NA,NGO/UN agency,NA,NA,Nahda Makers Organization (NMO),Norweigan Refugee Council (NRC),NA,NA,NA,Norweigan Refugee Council (NRC),National Foundation for Development & Humanitarian Response (NFDHR),NA,NA,INTERSOS,NA,NA,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Lahj,Tur Al Bahah,Tur Al Bahah,Tor Al-Baha - AL Sharayer,YE2511 - 1497,2/1/2015,120,22,host community,./merge/red.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Tor Al-Baha - AL Sharayer.pdf
N/A,Collective centre,Public ,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Maqbanah,Ad Durayhimi,At Ta'iziyah,No,No,Unprotected rainwater tank/well/spring,Public building,Flush latrine to a tank/sewer system/pit,Food,Cash assistance,Non-food items,Private,NA,NA,NA,Private,NA,NA,Government,NA,NA,NA,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Ta'iz,Al Mudhaffar,Al Mudhaffar,Transportation office,YE1517 - 1498,7/1/2017,215,39,host community,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/test maps/YEM_CCCM_Transportation office.pdf
